http://dx.doi.org/10.1007/s10288-014-0263-6no abstract
http://dx.doi.org/10.1007/s10288-014-0263-6no keywords
http://dx.doi.org/10.1007/s10288-014-0263-6no regerences
http://dx.doi.org/10.1109/TIT.1969.1054295 no institution
http://dx.doi.org/10.1109/TIT.1969.1054296 no institution
http://dx.doi.org/10.1109/TIT.1969.1054297 no institution
http://dx.doi.org/10.1109/TIT.1969.1054298 no institution
http://dx.doi.org/10.1109/TIT.1969.1054290 no institution
http://dx.doi.org/10.1109/TIT.1969.1054284 no institution
http://dx.doi.org/10.1109/TIT.1969.1054292 no institution
http://dx.doi.org/10.1109/TIT.1969.1054291 no institution
http://dx.doi.org/10.1109/TIT.1969.1054289 no institution
http://dx.doi.org/10.1109/TIT.1969.1054293 no institution
http://dx.doi.org/10.1109/TIT.1969.1054286 no institution
http://dx.doi.org/10.1109/TIT.1969.1054287 no institution
http://dx.doi.org/10.1109/TIT.1969.1054288 no institution
http://dx.doi.org/10.1109/TIT.1969.1054279 no institution
http://dx.doi.org/10.1109/TIT.1969.1054278 no institution
http://dx.doi.org/10.1109/TIT.1969.1054281 no institution
http://dx.doi.org/10.1109/TIT.1969.1054282 no institution
http://dx.doi.org/10.1109/TIT.1969.1054283 no institution
http://dx.doi.org/10.1109/TIT.1969.1054305 no institution
http://dx.doi.org/10.1109/TIT.1969.1054306 no institution
http://dx.doi.org/10.1109/TIT.1969.1054299 no institution
http://dx.doi.org/10.1109/TIT.1969.1054300 no institution
http://dx.doi.org/10.1109/TIT.1969.1054317 no institution
http://dx.doi.org/10.1109/TIT.1969.1054301 no institution
http://dx.doi.org/10.1109/TIT.1969.1054302 no institution
http://dx.doi.org/10.1109/TIT.1969.1054303 no institution
http://dx.doi.org/10.1109/TIT.1969.1054304 no institution
http://dx.doi.org/10.1109/TIT.1969.1054316 no institution
http://dx.doi.org/10.1109/TIT.1969.1054315 no institution
http://dx.doi.org/10.1109/TIT.1969.1054314 no institution
http://dx.doi.org/10.1109/TIT.1969.1054314 no keywords
http://dx.doi.org/10.1109/TIT.1969.1054313 no institution
http://dx.doi.org/10.1109/TIT.1969.1054308 no institution
http://dx.doi.org/10.1109/TIT.1969.1054309 no institution
http://dx.doi.org/10.1109/TIT.1969.1054310 no institution
http://dx.doi.org/10.1109/TIT.1969.1054311 no institution
http://dx.doi.org/10.1109/TIT.1969.1054312 no institution
http://dx.doi.org/10.1109/TIT.1969.1054335 no institution
http://dx.doi.org/10.1109/TIT.1969.1054336 no institution
http://dx.doi.org/10.1109/TIT.1969.1054328 no institution
http://dx.doi.org/10.1109/TIT.1969.1054329 no institution
http://dx.doi.org/10.1109/TIT.1969.1054330 no institution
http://dx.doi.org/10.1109/TIT.1969.1054331 no institution
http://dx.doi.org/10.1109/TIT.1969.1054332 no institution
http://dx.doi.org/10.1109/TIT.1969.1054334 no institution
http://dx.doi.org/10.1109/TIT.1969.1054333 no institution
http://dx.doi.org/10.1109/TIT.1969.1054323 no institution
http://dx.doi.org/10.1109/TIT.1969.1054324 no institution
http://dx.doi.org/10.1109/TIT.1969.1054325 no institution
http://dx.doi.org/10.1109/TIT.1969.1054326 no institution
http://dx.doi.org/10.1109/TIT.1969.1054320 no institution
http://dx.doi.org/10.1109/TIT.1969.1054327 no institution
http://dx.doi.org/10.1109/TIT.1969.1054321 no institution
http://dx.doi.org/10.1109/TIT.1969.1054322 no institution
http://dx.doi.org/10.1109/TIT.1969.1054365 no institution
http://dx.doi.org/10.1109/TIT.1969.1054363 no institution
http://dx.doi.org/10.1109/TIT.1969.1054364 no institution
http://dx.doi.org/10.1109/TIT.1969.1054358 no institution
http://dx.doi.org/10.1109/TIT.1969.1054359 no institution
http://dx.doi.org/10.1109/TIT.1969.1054360 no institution
http://dx.doi.org/10.1109/TIT.1969.1054361 no institution
http://dx.doi.org/10.1109/TIT.1969.1054362 no institution
http://dx.doi.org/10.1109/TIT.1969.1054354 no institution
http://dx.doi.org/10.1109/TIT.1969.1054355 no institution
http://dx.doi.org/10.1109/TIT.1969.1054356 no institution
http://dx.doi.org/10.1109/TIT.1969.1054357 no institution
http://dx.doi.org/10.1109/TIT.1969.1054347 no institution
http://dx.doi.org/10.1109/TIT.1969.1054348 no institution
http://dx.doi.org/10.1109/TIT.1969.1054349 no institution
http://dx.doi.org/10.1109/TIT.1969.1054350 no institution
http://dx.doi.org/10.1109/TIT.1969.1054351 no institution
http://dx.doi.org/10.1109/TIT.1969.1054353 no institution
http://dx.doi.org/10.1109/TIT.1969.1054353 no keywords
http://dx.doi.org/10.1109/TIT.1969.1054339 no institution
http://dx.doi.org/10.1109/TIT.1969.1054352 no institution
http://dx.doi.org/10.1109/TIT.1969.1054341 no institution
http://dx.doi.org/10.1109/TIT.1969.1054340 no institution
http://dx.doi.org/10.1109/TIT.1969.1054340 no keywords
http://dx.doi.org/10.1109/TIT.1969.1054342 no institution
http://dx.doi.org/10.1109/TIT.1969.1054343 no institution
http://dx.doi.org/10.1109/TIT.1969.1054344 no institution
http://dx.doi.org/10.1109/TIT.1969.1054345 no institution
http://dx.doi.org/10.1109/TIT.1969.1054346 no institution
http://dx.doi.org/10.1109/TIT.1969.1054386 no institution
http://dx.doi.org/10.1109/TIT.1969.1054387 no institution
http://dx.doi.org/10.1109/TIT.1969.1054385 no institution
http://dx.doi.org/10.1109/TIT.1969.1054378 no institution
http://dx.doi.org/10.1109/TIT.1969.1054379 no institution
http://dx.doi.org/10.1109/TIT.1969.1054380 no institution
http://dx.doi.org/10.1109/TIT.1969.1054381 no institution
http://dx.doi.org/10.1109/TIT.1969.1054382 no institution
http://dx.doi.org/10.1109/TIT.1969.1054383 no institution
http://dx.doi.org/10.1109/TIT.1969.1054384 no institution
http://dx.doi.org/10.1109/TIT.1969.1054370 no institution
http://dx.doi.org/10.1109/TIT.1969.1054371 no institution
http://dx.doi.org/10.1109/TIT.1969.1054372 no institution
http://dx.doi.org/10.1109/TIT.1969.1054373 no institution
http://dx.doi.org/10.1109/TIT.1969.1054374 no institution
http://dx.doi.org/10.1109/TIT.1969.1054375 no institution
http://dx.doi.org/10.1109/TIT.1969.1054376 no institution
http://dx.doi.org/10.1109/TIT.1969.1054368 no institution
http://dx.doi.org/10.1109/TIT.1969.1054377 no institution
http://dx.doi.org/10.1109/TIT.1969.1054369 no institution
http://dx.doi.org/10.1109/TIT.1968.1054070 no institution
http://dx.doi.org/10.1109/TIT.1968.1054107 no institution
http://dx.doi.org/10.1109/TIT.1968.1054100 no institution
http://dx.doi.org/10.1109/TIT.1968.1054101 no institution
http://dx.doi.org/10.1109/TIT.1968.1054103 no institution
http://dx.doi.org/10.1109/TIT.1968.1054094 no institution
http://dx.doi.org/10.1109/TIT.1968.1054095 no institution
http://dx.doi.org/10.1109/TIT.1968.1054096 no institution
http://dx.doi.org/10.1109/TIT.1968.1054097 no institution
http://dx.doi.org/10.1109/TIT.1968.1054098 no institution
http://dx.doi.org/10.1109/TIT.1968.1054102 no institution
http://dx.doi.org/10.1109/TIT.1968.1054099 no institution
http://dx.doi.org/10.1109/TIT.1968.1054089 no institution
http://dx.doi.org/10.1109/TIT.1968.1054090 no institution
http://dx.doi.org/10.1109/TIT.1968.1054091 no institution
http://dx.doi.org/10.1109/TIT.1968.1054092 no institution
http://dx.doi.org/10.1109/TIT.1968.1054093 no institution
http://dx.doi.org/10.1109/TIT.1968.1054087 no institution
http://dx.doi.org/10.1109/TIT.1968.1054081 no institution
http://dx.doi.org/10.1109/TIT.1968.1054082 no institution
http://dx.doi.org/10.1109/TIT.1968.1054083 no institution
http://dx.doi.org/10.1109/TIT.1968.1054084 no institution
http://dx.doi.org/10.1109/TIT.1968.1054085 no institution
http://dx.doi.org/10.1109/TIT.1968.1054086 no institution
http://dx.doi.org/10.1109/TIT.1968.1054069 no institution
http://dx.doi.org/10.1109/TIT.1968.1054105 no institution
http://dx.doi.org/10.1109/TIT.1968.1054106 no institution
http://dx.doi.org/10.1109/TIT.1968.1054104 no institution
http://dx.doi.org/10.1109/TIT.1968.1054079 no institution
http://dx.doi.org/10.1109/TIT.1968.1054080 no institution
http://dx.doi.org/10.1109/TIT.1968.1054074 no institution
http://dx.doi.org/10.1109/TIT.1968.1054075 no institution
http://dx.doi.org/10.1109/TIT.1968.1054076 no institution
http://dx.doi.org/10.1109/TIT.1968.1054077 no institution
http://dx.doi.org/10.1109/TIT.1968.1054078 no institution
http://dx.doi.org/10.1109/TIT.1968.1054088 no institution
http://dx.doi.org/10.1109/TIT.1968.1054088 no regerences
http://dx.doi.org/10.1109/TIT.1968.1054071 no institution
http://dx.doi.org/10.1109/TIT.1968.1054067 no institution
http://dx.doi.org/10.1109/TIT.1968.1054068 no institution
http://dx.doi.org/10.1109/TIT.1968.1054068 no keywords
http://dx.doi.org/10.1109/TIT.1968.1054072 no institution
http://dx.doi.org/10.1109/TIT.1968.1054072 no keywords
http://dx.doi.org/10.1109/TIT.1968.1054073 no institution
http://dx.doi.org/10.1109/TIT.1968.1054073 no keywords
http://dx.doi.org/10.1109/TIT.1968.1054126 no institution
http://dx.doi.org/10.1109/TIT.1968.1054127 no institution
http://dx.doi.org/10.1109/TIT.1968.1054128 no institution
http://dx.doi.org/10.1109/TIT.1968.1054129 no institution
http://dx.doi.org/10.1109/TIT.1968.1054130 no institution
http://dx.doi.org/10.1109/TIT.1968.1054115 no institution
http://dx.doi.org/10.1109/TIT.1968.1054108 no institution
http://dx.doi.org/10.1109/TIT.1968.1054109 no institution
http://dx.doi.org/10.1109/TIT.1968.1054109 no regerences
http://dx.doi.org/10.1109/TIT.1968.1054110 no institution
http://dx.doi.org/10.1109/TIT.1968.1054110 no regerences
http://dx.doi.org/10.1109/TIT.1968.1054132 no institution
http://dx.doi.org/10.1109/TIT.1968.1054131 no institution
http://dx.doi.org/10.1109/TIT.1968.1054116 no institution
http://dx.doi.org/10.1109/TIT.1968.1054117 no institution
http://dx.doi.org/10.1109/TIT.1968.1054118 no institution
http://dx.doi.org/10.1109/TIT.1968.1054134 no institution
http://dx.doi.org/10.1109/TIT.1968.1054119 no institution
http://dx.doi.org/10.1109/TIT.1968.1054120 no institution
http://dx.doi.org/10.1109/TIT.1968.1054121 no institution
http://dx.doi.org/10.1109/TIT.1968.1054122 no institution
http://dx.doi.org/10.1109/TIT.1968.1054123 no institution
http://dx.doi.org/10.1109/TIT.1968.1054124 no institution
http://dx.doi.org/10.1109/TIT.1968.1054125 no institution
http://dx.doi.org/10.1109/TIT.1968.1054111 no institution
http://dx.doi.org/10.1109/TIT.1968.1054112 no institution
http://dx.doi.org/10.1109/TIT.1968.1054113 no institution
http://dx.doi.org/10.1109/TIT.1968.1054114 no institution
http://dx.doi.org/10.1109/TIT.1968.1054133 no institution
http://dx.doi.org/10.1109/TIT.1968.1054133 no regerences
http://dx.doi.org/10.1109/TIT.1968.1054156 no institution
http://dx.doi.org/10.1109/TIT.1968.1054157 no institution
http://dx.doi.org/10.1109/TIT.1968.1054158 no institution
http://dx.doi.org/10.1109/TIT.1968.1054159 no institution
http://dx.doi.org/10.1109/TIT.1968.1054160 no institution
http://dx.doi.org/10.1109/TIT.1968.1054161 no institution
http://dx.doi.org/10.1109/TIT.1968.1054162 no institution
http://dx.doi.org/10.1109/TIT.1968.1054163 no institution
http://dx.doi.org/10.1109/TIT.1968.1054164 no institution
http://dx.doi.org/10.1109/TIT.1968.1054139 no institution
http://dx.doi.org/10.1109/TIT.1968.1054140 no institution
http://dx.doi.org/10.1109/TIT.1968.1054141 no institution
http://dx.doi.org/10.1109/TIT.1968.1054142 no institution
http://dx.doi.org/10.1109/TIT.1968.1054143 no institution
http://dx.doi.org/10.1109/TIT.1968.1054144 no institution
http://dx.doi.org/10.1109/TIT.1968.1054145 no institution
http://dx.doi.org/10.1109/TIT.1968.1054146 no institution
http://dx.doi.org/10.1109/TIT.1968.1054147 no institution
http://dx.doi.org/10.1109/TIT.1968.1054148 no institution
http://dx.doi.org/10.1109/TIT.1968.1054149 no institution
http://dx.doi.org/10.1109/TIT.1968.1054150 no institution
http://dx.doi.org/10.1109/TIT.1968.1054151 no institution
http://dx.doi.org/10.1109/TIT.1968.1054152 no institution
http://dx.doi.org/10.1109/TIT.1968.1054153 no institution
http://dx.doi.org/10.1109/TIT.1968.1054154 no institution
http://dx.doi.org/10.1109/TIT.1968.1054155 no institution
http://dx.doi.org/10.1109/TIT.1968.1054135 no institution
http://dx.doi.org/10.1109/TIT.1968.1054136 no institution
http://dx.doi.org/10.1109/TIT.1968.1054137 no institution
http://dx.doi.org/10.1109/TIT.1968.1054137 no keywords
http://dx.doi.org/10.1109/TIT.1968.1054137 no regerences
http://dx.doi.org/10.1109/TIT.1968.1054138 no institution
http://dx.doi.org/10.1109/TIT.1968.1054138 no regerences
http://dx.doi.org/10.1109/TIT.1968.1054182 no institution
http://dx.doi.org/10.1109/TIT.1968.1054168 no institution
http://dx.doi.org/10.1109/TIT.1968.1054183 no institution
http://dx.doi.org/10.1109/TIT.1968.1054184 no institution
http://dx.doi.org/10.1109/TIT.1968.1054177 no institution
http://dx.doi.org/10.1109/TIT.1968.1054187 no institution
http://dx.doi.org/10.1109/TIT.1968.1054188 no institution
http://dx.doi.org/10.1109/TIT.1968.1054189 no institution
http://dx.doi.org/10.1109/TIT.1968.1054190 no institution
http://dx.doi.org/10.1109/TIT.1968.1054175 no institution
http://dx.doi.org/10.1109/TIT.1968.1054185 no institution
http://dx.doi.org/10.1109/TIT.1968.1054186 no institution
http://dx.doi.org/10.1109/TIT.1968.1054186 no keywords
http://dx.doi.org/10.1109/TIT.1968.1054178 no institution
http://dx.doi.org/10.1109/TIT.1968.1054179 no institution
http://dx.doi.org/10.1109/TIT.1968.1054176 no institution
http://dx.doi.org/10.1109/TIT.1968.1054180 no institution
http://dx.doi.org/10.1109/TIT.1968.1054169 no institution
http://dx.doi.org/10.1109/TIT.1968.1054166 no institution
http://dx.doi.org/10.1109/TIT.1968.1054170 no institution
http://dx.doi.org/10.1109/TIT.1968.1054165 no institution
http://dx.doi.org/10.1109/TIT.1968.1054171 no institution
http://dx.doi.org/10.1109/TIT.1968.1054172 no institution
http://dx.doi.org/10.1109/TIT.1968.1054173 no institution
http://dx.doi.org/10.1109/TIT.1968.1054167 no institution
http://dx.doi.org/10.1109/TIT.1968.1054191 no institution
http://dx.doi.org/10.1109/TIT.1968.1054191 no regerences
http://dx.doi.org/10.1109/TIT.1968.1054174 no institution
http://dx.doi.org/10.1109/TIT.1968.1054174 no regerences
http://dx.doi.org/10.1109/TIT.1968.1054192 no institution
http://dx.doi.org/10.1109/TIT.1968.1054192 no regerences
http://dx.doi.org/10.1109/TIT.1968.1054222 no institution
http://dx.doi.org/10.1109/TIT.1968.1054223 no institution
http://dx.doi.org/10.1109/TIT.1968.1054224 no institution
http://dx.doi.org/10.1109/TIT.1968.1054209 no institution
http://dx.doi.org/10.1109/TIT.1968.1054210 no institution
http://dx.doi.org/10.1109/TIT.1968.1054211 no institution
http://dx.doi.org/10.1109/TIT.1968.1054207 no institution
http://dx.doi.org/10.1109/TIT.1968.1054193 no institution
http://dx.doi.org/10.1109/TIT.1968.1054194 no institution
http://dx.doi.org/10.1109/TIT.1968.1054212 no institution
http://dx.doi.org/10.1109/TIT.1968.1054214 no institution
http://dx.doi.org/10.1109/TIT.1968.1054213 no institution
http://dx.doi.org/10.1109/TIT.1968.1054215 no institution
http://dx.doi.org/10.1109/TIT.1968.1054217 no institution
http://dx.doi.org/10.1109/TIT.1968.1054205 no institution
http://dx.doi.org/10.1109/TIT.1968.1054218 no institution
http://dx.doi.org/10.1109/TIT.1968.1054216 no institution
http://dx.doi.org/10.1109/TIT.1968.1054219 no institution
http://dx.doi.org/10.1109/TIT.1968.1054220 no institution
http://dx.doi.org/10.1109/TIT.1968.1054221 no institution
http://dx.doi.org/10.1109/TIT.1968.1054195 no institution
http://dx.doi.org/10.1109/TIT.1968.1054196 no institution
http://dx.doi.org/10.1109/TIT.1968.1054197 no institution
http://dx.doi.org/10.1109/TIT.1968.1054199 no institution
http://dx.doi.org/10.1109/TIT.1968.1054200 no institution
http://dx.doi.org/10.1109/TIT.1968.1054201 no institution
http://dx.doi.org/10.1109/TIT.1968.1054225 no institution
http://dx.doi.org/10.1109/TIT.1968.1054225 no regerences
http://dx.doi.org/10.1109/TIT.1968.1054202 no institution
http://dx.doi.org/10.1109/TIT.1968.1054203 no institution
http://dx.doi.org/10.1109/TIT.1968.1054204 no institution
http://dx.doi.org/10.1109/TIT.1968.1054198 no institution
http://dx.doi.org/10.1109/TIT.1968.1054206 no institution
http://dx.doi.org/10.1109/TIT.1968.1054208 no institution
http://dx.doi.org/10.1109/TIT.1968.1054208 no regerences
http://dx.doi.org/10.1109/TIT.1968.1054230 no institution
http://dx.doi.org/10.1109/TIT.1968.1054232 no institution
http://dx.doi.org/10.1109/TIT.1968.1054229 no institution
http://dx.doi.org/10.1109/TIT.1968.1054226 no institution
http://dx.doi.org/10.1109/TIT.1968.1054233 no institution
http://dx.doi.org/10.1109/TIT.1968.1054234 no institution
http://dx.doi.org/10.1109/TIT.1968.1054231 no institution
http://dx.doi.org/10.1109/TIT.1968.1054235 no institution
http://dx.doi.org/10.1109/TIT.1968.1054235 no keywords
http://dx.doi.org/10.1109/TIT.1968.1054227 no institution
http://dx.doi.org/10.1109/TIT.1968.1054228 no institution
http://dx.doi.org/10.1109/TIT.1968.1054228 no regerences
http://dx.doi.org/10.1109/TIT.1967.1053967 no keywords
http://dx.doi.org/10.1109/TIT.1967.1053962 no institution
http://dx.doi.org/10.1109/TIT.1967.1053963 no institution
http://dx.doi.org/10.1109/TIT.1967.1053964 no institution
http://dx.doi.org/10.1109/TIT.1967.1053965 no institution
http://dx.doi.org/10.1109/TIT.1967.1053966 no institution
http://dx.doi.org/10.1109/TIT.1967.1053966 no keywords
http://dx.doi.org/10.1109/TIT.1967.1053955 no institution
http://dx.doi.org/10.1109/TIT.1967.1053948 no institution
http://dx.doi.org/10.1109/TIT.1967.1053956 no institution
http://dx.doi.org/10.1109/TIT.1967.1053952 no institution
http://dx.doi.org/10.1109/TIT.1967.1053957 no institution
http://dx.doi.org/10.1109/TIT.1967.1053958 no institution
http://dx.doi.org/10.1109/TIT.1967.1053959 no institution
http://dx.doi.org/10.1109/TIT.1967.1053960 no institution
http://dx.doi.org/10.1109/TIT.1967.1053961 no institution
http://dx.doi.org/10.1109/TIT.1967.1053961 no keywords
http://dx.doi.org/10.1109/TIT.1967.1053953 no institution
http://dx.doi.org/10.1109/TIT.1967.1053954 no institution
http://dx.doi.org/10.1109/TIT.1967.1053951 no institution
http://dx.doi.org/10.1109/TIT.1967.1053951 no keywords
http://dx.doi.org/10.1109/TIT.1967.1053949 no institution
http://dx.doi.org/10.1109/TIT.1967.1053944 no institution
http://dx.doi.org/10.1109/TIT.1967.1053945 no institution
http://dx.doi.org/10.1109/TIT.1967.1053950 no institution
http://dx.doi.org/10.1109/TIT.1967.1053946 no institution
http://dx.doi.org/10.1109/TIT.1967.1053942 no institution
http://dx.doi.org/10.1109/TIT.1967.1053943 no institution
http://dx.doi.org/10.1109/TIT.1967.1053939 no institution
http://dx.doi.org/10.1109/TIT.1967.1053940 no institution
http://dx.doi.org/10.1109/TIT.1967.1053968 no institution
http://dx.doi.org/10.1109/TIT.1967.1053941 no institution
http://dx.doi.org/10.1109/TIT.1967.1053935 no institution
http://dx.doi.org/10.1109/TIT.1967.1053936 no institution
http://dx.doi.org/10.1109/TIT.1967.1053937 no institution
http://dx.doi.org/10.1109/TIT.1967.1053938 no institution
http://dx.doi.org/10.1109/TIT.1967.1053947 no institution
http://dx.doi.org/10.1109/TIT.1967.1053934 no institution
http://dx.doi.org/10.1109/TIT.1967.1053969 no institution
http://dx.doi.org/10.1109/TIT.1967.1053977 no institution
http://dx.doi.org/10.1109/TIT.1967.1053978 no institution
http://dx.doi.org/10.1109/TIT.1967.1053974 no institution
http://dx.doi.org/10.1109/TIT.1967.1054017 no institution
http://dx.doi.org/10.1109/TIT.1967.1054017 no keywords
http://dx.doi.org/10.1109/TIT.1967.1054017 no regerences
http://dx.doi.org/10.1109/TIT.1967.1053971 no institution
http://dx.doi.org/10.1109/TIT.1967.1053972 no institution
http://dx.doi.org/10.1109/TIT.1967.1053973 no institution
http://dx.doi.org/10.1109/TIT.1967.1053973 no keywords
http://dx.doi.org/10.1109/TIT.1967.1053975 no institution
http://dx.doi.org/10.1109/TIT.1967.1053976 no institution
http://dx.doi.org/10.1109/TIT.1967.1053970 no institution
http://dx.doi.org/10.1109/TIT.1967.1054015 no institution
http://dx.doi.org/10.1109/TIT.1967.1054016 no institution
http://dx.doi.org/10.1109/TIT.1967.1054016 no keywords
http://dx.doi.org/10.1109/TIT.1967.1054009 no institution
http://dx.doi.org/10.1109/TIT.1967.1054009 no keywords
http://dx.doi.org/10.1109/TIT.1967.1054010 no institution
http://dx.doi.org/10.1109/TIT.1967.1054011 no institution
http://dx.doi.org/10.1109/TIT.1967.1054012 no institution
http://dx.doi.org/10.1109/TIT.1967.1054013 no institution
http://dx.doi.org/10.1109/TIT.1967.1054014 no institution
http://dx.doi.org/10.1109/TIT.1967.1053992 no institution
http://dx.doi.org/10.1109/TIT.1967.1053993 no institution
http://dx.doi.org/10.1109/TIT.1967.1053994 no institution
http://dx.doi.org/10.1109/TIT.1967.1053995 no institution
http://dx.doi.org/10.1109/TIT.1967.1053995 no keywords
http://dx.doi.org/10.1109/TIT.1967.1053996 no institution
http://dx.doi.org/10.1109/TIT.1967.1053997 no institution
http://dx.doi.org/10.1109/TIT.1967.1053998 no institution
http://dx.doi.org/10.1109/TIT.1967.1053999 no institution
http://dx.doi.org/10.1109/TIT.1967.1054000 no institution
http://dx.doi.org/10.1109/TIT.1967.1054001 no institution
http://dx.doi.org/10.1109/TIT.1967.1054002 no institution
http://dx.doi.org/10.1109/TIT.1967.1054003 no institution
http://dx.doi.org/10.1109/TIT.1967.1054004 no institution
http://dx.doi.org/10.1109/TIT.1967.1054005 no institution
http://dx.doi.org/10.1109/TIT.1967.1054006 no institution
http://dx.doi.org/10.1109/TIT.1967.1054007 no institution
http://dx.doi.org/10.1109/TIT.1967.1054008 no institution
http://dx.doi.org/10.1109/TIT.1967.1053990 no institution
http://dx.doi.org/10.1109/TIT.1967.1053991 no institution
http://dx.doi.org/10.1109/TIT.1967.1053979 no institution
http://dx.doi.org/10.1109/TIT.1967.1053981 no institution
http://dx.doi.org/10.1109/TIT.1967.1053982 no institution
http://dx.doi.org/10.1109/TIT.1967.1053985 no institution
http://dx.doi.org/10.1109/TIT.1967.1053986 no institution
http://dx.doi.org/10.1109/TIT.1967.1053986 no keywords
http://dx.doi.org/10.1109/TIT.1967.1053988 no institution
http://dx.doi.org/10.1109/TIT.1967.1053984 no institution
http://dx.doi.org/10.1109/TIT.1967.1053984 no keywords
http://dx.doi.org/10.1109/TIT.1967.1053983 no institution
http://dx.doi.org/10.1109/TIT.1967.1053987 no institution
http://dx.doi.org/10.1109/TIT.1967.1053987 no regerences
http://dx.doi.org/10.1109/TIT.1967.1053989 no institution
http://dx.doi.org/10.1109/TIT.1967.1054041 no institution
http://dx.doi.org/10.1109/TIT.1967.1054042 no institution
http://dx.doi.org/10.1109/TIT.1967.1054031 no institution
http://dx.doi.org/10.1109/TIT.1967.1054044 no institution
http://dx.doi.org/10.1109/TIT.1967.1054045 no institution
http://dx.doi.org/10.1109/TIT.1967.1054039 no institution
http://dx.doi.org/10.1109/TIT.1967.1054040 no institution
http://dx.doi.org/10.1109/TIT.1967.1054034 no institution
http://dx.doi.org/10.1109/TIT.1967.1054037 no institution
http://dx.doi.org/10.1109/TIT.1967.1054038 no institution
http://dx.doi.org/10.1109/TIT.1967.1054036 no institution
http://dx.doi.org/10.1109/TIT.1967.1054043 no institution
http://dx.doi.org/10.1109/TIT.1967.1054027 no institution
http://dx.doi.org/10.1109/TIT.1967.1054028 no institution
http://dx.doi.org/10.1109/TIT.1967.1054029 no institution
http://dx.doi.org/10.1109/TIT.1967.1054029 no keywords
http://dx.doi.org/10.1109/TIT.1967.1054030 no institution
http://dx.doi.org/10.1109/TIT.1967.1054032 no institution
http://dx.doi.org/10.1109/TIT.1967.1054033 no institution
http://dx.doi.org/10.1109/TIT.1967.1054019 no institution
http://dx.doi.org/10.1109/TIT.1967.1054018 no institution
http://dx.doi.org/10.1109/TIT.1967.1054020 no institution
http://dx.doi.org/10.1109/TIT.1967.1054021 no institution
http://dx.doi.org/10.1109/TIT.1967.1054022 no institution
http://dx.doi.org/10.1109/TIT.1967.1054023 no institution
http://dx.doi.org/10.1109/TIT.1967.1054023 no keywords
http://dx.doi.org/10.1109/TIT.1967.1054024 no institution
http://dx.doi.org/10.1109/TIT.1967.1054025 no institution
http://dx.doi.org/10.1109/TIT.1967.1054026 no institution
http://dx.doi.org/10.1109/TIT.1967.1054026 no regerences
http://dx.doi.org/10.1109/TIT.1967.1054046 no institution
http://dx.doi.org/10.1109/TIT.1967.1054046 no regerences
http://dx.doi.org/10.1109/TIT.1967.1054060 no institution
http://dx.doi.org/10.1109/TIT.1967.1054061 no institution
http://dx.doi.org/10.1109/TIT.1967.1054062 no institution
http://dx.doi.org/10.1109/TIT.1967.1054063 no institution
http://dx.doi.org/10.1109/TIT.1967.1054051 no institution
http://dx.doi.org/10.1109/TIT.1967.1054052 no institution
http://dx.doi.org/10.1109/TIT.1967.1054052 no keywords
http://dx.doi.org/10.1109/TIT.1967.1054053 no institution
http://dx.doi.org/10.1109/TIT.1967.1054054 no institution
http://dx.doi.org/10.1109/TIT.1967.1054056 no institution
http://dx.doi.org/10.1109/TIT.1967.1054055 no institution
http://dx.doi.org/10.1109/TIT.1967.1054064 no institution
http://dx.doi.org/10.1109/TIT.1967.1054064 no keywords
http://dx.doi.org/10.1109/TIT.1967.1054057 no institution
http://dx.doi.org/10.1109/TIT.1967.1054058 no institution
http://dx.doi.org/10.1109/TIT.1967.1054059 no institution
http://dx.doi.org/10.1109/TIT.1967.1054047 no institution
http://dx.doi.org/10.1109/TIT.1967.1054048 no institution
http://dx.doi.org/10.1109/TIT.1967.1054049 no institution
http://dx.doi.org/10.1109/TIT.1967.1054049 no keywords
http://dx.doi.org/10.1109/TIT.1967.1054065 no institution
http://dx.doi.org/10.1109/TIT.1967.1054065 no regerences
http://dx.doi.org/10.1109/TIT.1967.1054050 no institution
http://dx.doi.org/10.1109/TIT.1967.1054050 no regerences
http://dx.doi.org/10.1109/TIT.1966.1053859 no institution
http://dx.doi.org/10.1109/TIT.1966.1053838 no institution
http://dx.doi.org/10.1109/TIT.1966.1053854 no institution
http://dx.doi.org/10.1109/TIT.1966.1053853 no institution
http://dx.doi.org/10.1109/TIT.1966.1053842 no institution
http://dx.doi.org/10.1109/TIT.1966.1053855 no institution
http://dx.doi.org/10.1109/TIT.1966.1053856 no institution
http://dx.doi.org/10.1109/TIT.1966.1053857 no institution
http://dx.doi.org/10.1109/TIT.1966.1053858 no institution
http://dx.doi.org/10.1109/TIT.1966.1053839 no institution
http://dx.doi.org/10.1109/TIT.1966.1053849 no institution
http://dx.doi.org/10.1109/TIT.1966.1053840 no institution
http://dx.doi.org/10.1109/TIT.1966.1053850 no institution
http://dx.doi.org/10.1109/TIT.1966.1053850 no regerences
http://dx.doi.org/10.1109/TIT.1966.1053841 no institution
http://dx.doi.org/10.1109/TIT.1966.1053851 no institution
http://dx.doi.org/10.1109/TIT.1966.1053852 no institution
http://dx.doi.org/10.1109/TIT.1966.1053843 no institution
http://dx.doi.org/10.1109/TIT.1966.1053843 no regerences
http://dx.doi.org/10.1109/TIT.1966.1053844 no institution
http://dx.doi.org/10.1109/TIT.1966.1053845 no institution
http://dx.doi.org/10.1109/TIT.1966.1053846 no institution
